Stats: 
[0.86]
[0.34873508801977704]

[85, 0.367623282, 1602.4, 0.016803438843298164, 0.011627906976744186, 0]
[102, 0.386915564, 1659.2, 0.03360687768659633, 0.009708737864077669, 0]
[125, 0.430814923, 1614.4, 0.05001953888237593, 0.007936507936507936, 0]
[134, 0.361401692, 1639.2, 0.0035169988276670576, 0.007407407407407408, 1]
[107, 0.353774026, 1638.4, 0.00039077764751856197, 0.009259259259259259, 1]
[152, 0.355221462, 1636.4, 0.0007815552950371239, 0.006535947712418301, 1]
[142, 0.353611436, 1649.2, 0.0, 0.006993006993006993, 1]
[103, 0.353611436, 1649.2, 0.0, 0.009615384615384616, 1]
[133, 0.360080667, 1618.4, 0.0023446658851113715, 0.007462686567164179, 1]
[105, 0.367125641, 1669.2, 0.014849550605705353, 0.009433962264150943, 0]
[118, 0.361700872, 1642.0, 0.003907776475185619, 0.008403361344537815, 1]
[146, 0.353774026, 1638.4, 0.00039077764751856197, 0.006802721088435374, 1]
[116, 0.353774026, 1638.4, 0.00039077764751856197, 0.008547008547008548, 1]
[117, 0.358910513, 1637.2, 0.0015631105900742479, 0.00847457627118644, 1]
[143, 0.353611436, 1649.2, 0.0, 0.006944444444444444, 1]
[124, 0.362926205, 1638.8, 0.005861664712778429, 0.008, 1]
[69, 0.362926205, 1638.8, 0.005861664712778429, 0.014285714285714285, 1]
[140, 0.355221462, 1636.4, 0.0007815552950371239, 0.0070921985815602835, 1]
[122, 0.361700872, 1642.0, 0.003907776475185619, 0.008130081300813009, 1]
[152, 0.353611436, 1649.2, 0.0, 0.006535947712418301, 1]
[113, 0.361700872, 1642.0, 0.003907776475185619, 0.008771929824561403, 1]
[103, 0.353611436, 1649.2, 0.0, 0.009615384615384616, 1]
[87, 0.361974462, 1621.6, 0.004689331770222743, 0.011363636363636364, 1]
[108, 0.353611436, 1649.2, 0.0, 0.009174311926605505, 1]
[70, 0.385130051, 1634.8, 0.03048065650644783, 0.014084507042253521, 0]
[157, 0.358910513, 1637.2, 0.0015631105900742479, 0.006329113924050633, 1]
[120, 0.353774026, 1638.4, 0.00039077764751856197, 0.008264462809917356, 1]
[67, 0.363384821, 1620.8, 0.007424775302852677, 0.014705882352941176, 1]
[133, 0.355221462, 1636.4, 0.0007815552950371239, 0.007462686567164179, 1]
[128, 0.353611436, 1649.2, 0.0, 0.007751937984496124, 1]
[152, 0.353774026, 1638.4, 0.00039077764751856197, 0.006535947712418301, 1]
[69, 0.368982231, 1610.8, 0.01875732708089097, 0.014285714285714285, 0]
[131, 0.353774026, 1638.4, 0.00039077764751856197, 0.007575757575757576, 1]
[162, 0.353611436, 1649.2, 0.0, 0.006134969325153374, 1]
[173, 0.353611436, 1649.2, 0.0, 0.005747126436781609, 1]
[157, 0.353611436, 1649.2, 0.0, 0.006329113924050633, 1]
[87, 0.355221462, 1636.4, 0.0007815552950371239, 0.011363636363636364, 1]
[144, 0.353611436, 1649.2, 0.0, 0.006896551724137931, 1]
[143, 0.353611436, 1649.2, 0.0, 0.006944444444444444, 1]
[122, 0.387465538, 1632.4, 0.0359515435717077, 0.008130081300813009, 0]
[103, 0.360646282, 1617.6, 0.0031262211801484957, 0.009615384615384616, 1]
[140, 0.360080667, 1618.4, 0.0023446658851113715, 0.0070921985815602835, 1]
[126, 0.360540718, 1650.0, 0.0027354435326299334, 0.007874015748031496, 1]
[110, 0.358910513, 1637.2, 0.0015631105900742479, 0.009009009009009009, 1]
[122, 0.368129487, 1623.2, 0.017584994138335287, 0.008130081300813009, 0]
[137, 0.353611436, 1649.2, 0.0, 0.007246376811594203, 1]
[139, 0.360080667, 1618.4, 0.0023446658851113715, 0.007142857142857143, 1]
[143, 0.353611436, 1649.2, 0.0, 0.006944444444444444, 1]
[110, 0.365789897, 1623.2, 0.010941774130519734, 0.009009009009009009, 0]
[132, 0.362512641, 1639.2, 0.005470887065259867, 0.007518796992481203, 1]
[131, 0.353774026, 1638.4, 0.00039077764751856197, 0.007575757575757576, 1]
[186, 0.353611436, 1649.2, 0.0, 0.0053475935828877, 1]
[108, 0.361974462, 1621.6, 0.004689331770222743, 0.009174311926605505, 1]
[101, 0.363922256, 1638.4, 0.008597108245408363, 0.00980392156862745, 1]
[87, 0.361401692, 1639.2, 0.0035169988276670576, 0.011363636363636364, 1]
[156, 0.353611436, 1649.2, 0.0, 0.006369426751592357, 1]
[140, 0.358910513, 1637.2, 0.0015631105900742479, 0.0070921985815602835, 1]
[137, 0.355221462, 1636.4, 0.0007815552950371239, 0.007246376811594203, 1]
[122, 0.353611436, 1649.2, 0.0, 0.008130081300813009, 1]
[104, 0.353611436, 1649.2, 0.0, 0.009523809523809525, 1]
[88, 0.356396564, 1637.6, 0.0011723329425556857, 0.011235955056179775, 1]
[137, 0.361700872, 1642.0, 0.003907776475185619, 0.007246376811594203, 1]
[92, 0.361974462, 1621.6, 0.004689331770222743, 0.010752688172043012, 1]
[85, 0.355221462, 1636.4, 0.0007815552950371239, 0.011627906976744186, 1]
[158, 0.353774026, 1638.4, 0.00039077764751856197, 0.006289308176100629, 1]
[135, 0.353611436, 1649.2, 0.0, 0.007352941176470588, 1]
[142, 0.361700872, 1642.0, 0.003907776475185619, 0.006993006993006993, 1]
[122, 0.353611436, 1649.2, 0.0, 0.008130081300813009, 1]
[84, 0.353774026, 1638.4, 0.00039077764751856197, 0.011764705882352941, 1]
[89, 0.368895568, 1674.4, 0.01836654943337241, 0.011111111111111112, 0]
[107, 0.43293559, 1612.4, 0.050801094177413054, 0.009259259259259259, 0]
[86, 0.365337077, 1660.4, 0.010550996483001172, 0.011494252873563218, 1]
[145, 0.356396564, 1637.6, 0.0011723329425556857, 0.00684931506849315, 1]
[102, 0.358910513, 1637.2, 0.0015631105900742479, 0.009708737864077669, 1]
[174, 0.356396564, 1637.6, 0.0011723329425556857, 0.005714285714285714, 1]
[159, 0.353774026, 1638.4, 0.00039077764751856197, 0.00625, 1]
[103, 0.369515158, 1621.2, 0.019538882375928098, 0.009615384615384616, 0]
[85, 0.363318132, 1641.6, 0.006643220007815553, 0.011627906976744186, 1]
[143, 0.353774026, 1638.4, 0.00039077764751856197, 0.006944444444444444, 1]
[128, 0.353611436, 1649.2, 0.0, 0.007751937984496124, 1]
[153, 0.356396564, 1637.6, 0.0011723329425556857, 0.006493506493506494, 1]
[89, 0.361700872, 1642.0, 0.003907776475185619, 0.011111111111111112, 1]
[105, 0.353774026, 1638.4, 0.00039077764751856197, 0.009433962264150943, 1]
[131, 0.353774026, 1638.4, 0.00039077764751856197, 0.007575757575757576, 1]
[123, 0.363065077, 1622.4, 0.0062524423602969914, 0.008064516129032258, 1]
[155, 0.353774026, 1638.4, 0.00039077764751856197, 0.00641025641025641, 1]
[123, 0.361401692, 1639.2, 0.0035169988276670576, 0.008064516129032258, 1]
[104, 0.355221462, 1636.4, 0.0007815552950371239, 0.009523809523809525, 1]
[139, 0.353611436, 1649.2, 0.0, 0.007142857142857143, 1]
[185, 0.353611436, 1649.2, 0.0, 0.005376344086021506, 1]
[135, 0.353611436, 1649.2, 0.0, 0.007352941176470588, 1]
[106, 0.360540718, 1650.0, 0.0027354435326299334, 0.009345794392523364, 1]
[106, 0.364377795, 1665.2, 0.009378663540445486, 0.009345794392523364, 0]
[120, 0.386080632, 1637.6, 0.032825322391559206, 0.008264462809917356, 0]
[156, 0.353774026, 1638.4, 0.00039077764751856197, 0.006369426751592357, 1]
[120, 0.353774026, 1638.4, 0.00039077764751856197, 0.008264462809917356, 1]
[127, 0.359598282, 1650.4, 0.0019538882375928096, 0.0078125, 1]
[86, 0.365148462, 1622.0, 0.009769441187964049, 0.011494252873563218, 1]
[103, 0.36348441, 1622.0, 0.007815552950371238, 0.009615384615384616, 1]
[104, 0.360080667, 1618.4, 0.0023446658851113715, 0.009523809523809525, 1]
