"DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS16MB",0.634213026,1598
"DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS32MB",0.639950385,1621.6
"DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS512MB",0.639552316,1614
"DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS64MB",0.633404692,1631.6
"DIAGNOSTIC,PAGESIZE,PS1K,CACHESIZE,CS16MB",0.582306231,1636.4
"DIAGNOSTIC,PAGESIZE,PS1K,CACHESIZE,CS32MB",0.573065949,1636.4
"DIAGNOSTIC,PAGESIZE,PS1K,CACHESIZE,CS512MB",0.576374243,1636.4
"DIAGNOSTIC,PAGESIZE,PS1K,CACHESIZE,CS64MB",0.568295718,1634.8
"DIAGNOSTIC,PAGESIZE,PS32K,CACHESIZE,CS16MB",0.94734859,2096
"DIAGNOSTIC,PAGESIZE,PS32K,CACHESIZE,CS32MB",0.951975949,2095.2
"DIAGNOSTIC,PAGESIZE,PS32K,CACHESIZE,CS512MB",0.944716128,2094
"DIAGNOSTIC,PAGESIZE,PS32K,CACHESIZE,CS64MB",0.947760795,2109.2
"DIAGNOSTIC,PAGESIZE,PS4K,CACHESIZE,CS16MB",0.462760368,1624.4
"DIAGNOSTIC,PAGESIZE,PS4K,CACHESIZE,CS32MB",0.464382154,1623.6
"DIAGNOSTIC,PAGESIZE,PS4K,CACHESIZE,CS512MB",0.462906974,1625.6
"DIAGNOSTIC,PAGESIZE,PS4K,CACHESIZE,CS64MB",0.463825769,1626
"DIAGNOSTIC,PAGESIZE,PS8K,CACHESIZE,CS16MB",0.51007441,1586.8
"DIAGNOSTIC,PAGESIZE,PS8K,CACHESIZE,CS32MB",0.506797,1584.4
"DIAGNOSTIC,PAGESIZE,PS8K,CACHESIZE,CS512MB",0.508516763,1589.6
"DIAGNOSTIC,PAGESIZE,PS8K,CACHESIZE,CS64MB",0.50964341,1583.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS16MB",19.96091126,1696.8
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS32MB",19.97858892,1697.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS512MB",19.95865126,1679.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS64MB",19.99529554,1696
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS1K,CACHESIZE,CS16MB",3.301858,1698.8
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS1K,CACHESIZE,CS32MB",3.281141385,1698.8
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS1K,CACHESIZE,CS512MB",3.284930385,1697.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS1K,CACHESIZE,CS64MB",3.286211897,1697.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS32K,CACHESIZE,CS16MB",37.63642964,2159.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS32K,CACHESIZE,CS32MB",37.6640755,2134
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS32K,CACHESIZE,CS512MB",37.6791567,2133.2
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS32K,CACHESIZE,CS64MB",37.65053526,2163.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS4K,CACHESIZE,CS16MB",6.529475436,1697.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS4K,CACHESIZE,CS32MB",6.546446205,1699.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS4K,CACHESIZE,CS512MB",6.542749205,1698.4
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS4K,CACHESIZE,CS64MB",6.528696769,1699.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS8K,CACHESIZE,CS16MB",10.75135367,1625.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS8K,CACHESIZE,CS32MB",10.73302487,1613.6
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS8K,CACHESIZE,CS512MB",10.74750492,1616.4
"HAVE_CRYPTO,DIAGNOSTIC,PAGESIZE,PS8K,CACHESIZE,CS64MB",10.74228897,1632.8
"HAVE_CRYPTO,HAVE_HASH,DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS16MB",21.26558434,1642
"HAVE_CRYPTO,HAVE_HASH,DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS32MB",21.29392505,1648.8
"HAVE_CRYPTO,HAVE_HASH,DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS512MB",21.29661842,1615.2
"HAVE_CRYPTO,HAVE_HASH,DIAGNOSTIC,PAGESIZE,PS16K,CACHESIZE,CS64MB",21.29568673,1643.6
"HAVE_CRYPTO,HAVE_HASH,DIAGNOSTIC,PAGESIZE,PS1K,CACHESIZE,CS16MB",2.08058759,1687.2
"HAVE_CRYPTO,HAVE_HASH,DIAGNOSTIC,PAGESIZE,PS1K,CACHESIZE,CS32MB",2.079396868,1686.4
"HAVE_CRYPTO,HAVE_HASH,DIAGNOSTIC,PAGESIZE,PS1K,CACHESIZE,CS512MB",2.084607487,1685.6
